Name,Price,Product Details
Sharpie®ClearView™Highlighters Yellow PackOf3, $6.99 ,"Item :755236 ,OfficeMax :24656506,Manufacturer :1912770 ,point type: Chisel ,Color (Ink): Yellow ,erasable: Yes ,pocket clip: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: Yes ,washable: No ,Product Line: Clear View ,quantity: 3 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Highlighter"
uni-ball®Vision™Elite™LiquidInkRollerballPens BoldPoint 0.8mm WhiteBarrel BlackInk PackOf4, $12.49 ,"Item :924661 ,OfficeMax :20083115,Manufacturer :67180PP ,point size: 0.8 mm ,Color (Barrel): White ,point type: Bold ,Color (Ink): Black ,grip type: Rubberized ,ink type: Liquid ,refillable: Yes ,pocket clip: Yes ,Product Line: Vision Elite ,quantity: 4 ,brand name: Uni-Ball ,manufacturer: NEWELL BRANDS INC. ,Product Type: Roller Pen"
Pentel®Hi-PolymerBlockEraser White PackOf14, $8.99 ,"Item :3975068 ,Manufacturer :ZEH10PC14 ,color: White ,primary material: Polymer ,Recommended Medium: Lead ,Smudge Resistant: Yes ,material family: Plastic ,quantity: 14 ,brand name: Pentel ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Cube Eraser ,Total Recycled Content Percentage: 0 %"
PaperMate®EraserMate®Pens MediumPoint 1.0mm BlackBarrel BlackInk PackOf5, $4.69 ,"Item :575894 ,OfficeMax :10011970,Manufacturer :31635 ,point size: 1.0 mm ,Color (Barrel): Black ,point type: Medium ,Color (Ink): Black ,erasable: Yes ,grip type: Rubberized ,ink type: Oil Based ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: EraserMate ,material family: Plastic ,quantity: 5 ,brand name: Paper Mate ,manufacturer: NEWELL BRANDS INC. ,Product Type: Ballpoint Pen"
uni-ball®Jetstream™RTRetractableBallpointPens FinePoint 0.7mm BlueBarrel BlueInk PackOf12, $35.99 ,"Item :894755 ,OfficeMax :25207669,Manufacturer :62153 ,point size: 0.7 Mm ,Color (Barrel): Blue ,point type: Fine ,Color (Ink): Blue ,erasable: No ,refillable: Yes ,retractable: Yes ,pocket clip: Yes ,Product Line: Jetstream RT ,quantity: 12 ,brand name: Uni-Ball ,manufacturer: NEWELL BRANDS INC. ,Product Type: Ballpoint Pen"
Pilot®EasyTouchRetractableBallpointPens MediumPoint 1.0mm ClearBarrel BlueInk PackOf12, $13.19 ,"Item :106541 ,OfficeMax :20455311,Manufacturer :32221 ,point size: 1.0 mm ,Color (Barrel): Clear ,point type: Medium ,Color (Ink): Blue ,click style: Top ,erasable: No ,grip type: Rubberized ,ink type: Oil Based ,refillable: Yes ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: Yes ,Product Line: EasyTouch ,Ultra-Low Viscosity (ULV): No ,material family: Plastic ,Quick Drying: Yes ,quantity: 12 ,brand name: Pilot ,manufacturer: PILOT CORPORATION OF AMERICA ,Product Type: Ballpoint Pen"
uni-ball®207™PinkRibbonRetractableFraudPreventionGelPens MediumPoint 0.7mm PinkBarrels BlackInk PackOf12, $30.29 ,"Item :236107 ,OfficeMax :22244288,Manufacturer :1745267 ,Color (Ink): Black ,point size: 0.7 Mm ,Color (Barrel): Pink ,point type: Medium ,erasable: No ,ink type: Pigment ,refillable: Yes ,retractable: Yes ,pocket clip: Yes ,Product Line: 207 ,material family: Plastic ,quantity: 12 ,brand name: Uni-Ball ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Gel Pen ,assembly required: No ,Product Name: 207 Gel Pink Ribbon Pen ,pen point size: 0.7"
OfficeDepot®BrandFelt-TipPorousPens MediumPoint 1.0mm AssortedColors PackOf16, $9.99 ,"Item :944331 ,OfficeMax :25507880,Manufacturer :RY108402-16C ,point size: 1.0 mm ,Color (Barrel): Black; Blue; Green; Lilac; Magenta; Navy; Orange; Plum; Purple; Red; Turquoise; Yellow ,point type: Medium ,Color (Ink): Black; Blue; Green; Lilac; Magenta; Navy; Orange; Plum; Purple; Red; Turquoise; Yellow ,grip type: None ,ink type: Liquid ,Material (barrel): Metal; Plastic ,Permanent: No ,pocket clip: Yes ,refillable: No ,Smudge Resistant: Yes ,visible ink supply: No ,acid free: Yes ,Product Line: Office Depot Brand Felt-Tip Porous Pens ,Quick Drying: No ,material family: Plastic ,quantity: 16 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Felt-Tip Pen"
PaperMate®MechanicalPencilLeadRefills 0.7mm No.2HB TubeOf35, $5.69 ,"Item :647664 ,OfficeMax :21038850,Manufacturer :66381 ,color: Black ,Lead Size: 0.7 mm ,Product Line: HB ,quantity: 35 ,brand name: Paper Mate ,Product Type: Mechanical Pencil Refill ,assembly required: No ,lead color: Black"
OfficeDepot®BrandLiquidHighlighters ChiselPoint Black/TranslucentBarrel AssortedInkColors PackOf6, $4.99 ,"Item :206139 ,OfficeMax :25615914,Manufacturer :H-3128OD6 ,quantity: 6 ,point type: Chisel ,Color (Barrel): Black/Translucent ,Color (Ink): Assorted ,erasable: Yes ,grip type: None ,pocket clip: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: Yes ,washable: No ,Product Line: Liquid ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Highlighter"
Dixon®Pencils #2SoftLead BoxOf144, $14.99 ,"Item :270312 ,OfficeMax :22712619,Manufacturer :14412 ,Color (Barrel): Yellow ,eraser included: Yes ,grip type: Hexagonal ,lead type: 2 Soft ,Material (barrel): Wood ,presharpened: Yes ,Product Line: Pencils ,quantity: 144 ,brand name: Ticonderoga ,Eco Label Standard: PMA ,manufacturer: DIXON TICONDEROGA COMPANY ,Product Type: Standard Pencil ,Lead Degree (Hardness): 2"
OfficeDepot®BrandEraserCaps AssortedColors PackOf72, $5.39 ,"Item :206426 ,OfficeMax :24989826,Manufacturer :RW206426 ,color: Assorted ,primary material: Rubber ,Smudge Resistant: Yes ,material family: Rubber ,Latex Free: Yes ,Recommended Medium: Lead ,Product Line: Eraser Caps ,quantity: 72 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,Product Type: Cap Eraser"
uni-ball®SignoGelRT™RetractablePens MediumPoint 0.7mm SilverBarrel BlackInk PackOf12Pens, $19.79 ,"Item :450343 ,OfficeMax :20710508,Manufacturer :65940 ,point size: 0.7 Mm ,Color (Ink): Black ,Color (Barrel): Silver ,point type: Medium ,grip type: Rubberized ,ink type: Gel ,refillable: Yes ,retractable: Yes ,pocket clip: Yes ,Product Line: Signo Gel RT ,quantity: 12 ,brand name: Uni-Ball ,manufacturer: NEWELL BRANDS INC. ,Product Type: Gel Pen"
Sharpie®Accent®LiquidPen-StyleHighlighters FluorescentOrange BoxOf12, $18.49 ,"Item :215451 ,OfficeMax :22200333,Manufacturer :1754466 ,quantity: 12 ,point type: Chisel ,Color (Ink): Fluorescent Orange ,Smudge Resistant: Yes ,Product Line: Accent Liquid Pen Style ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Highlighter"
Zebra®MildlinerDouble-EndedHighlighters Chisel/FinePoint WhiteBarrels AssortedInkColors PackOf15Highlighters, $21.99 ,"Item :1698770 ,Manufacturer :78115J ,point type: Twin Tip; Chisel; Bullet ,Color (Barrel): White ,Color (Ink): Assorted ,erasable: No ,grip type: Ribbed ,odorless: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: Yes ,Product Line: Mildliner ,quantity: 15 ,brand name: Zebra ,manufacturer: ZEBRA PEN CORP ,Product Type: Marker Pen"
TUL®FineWritingRetractableSolidMetalBarrelBallpointPenwith2Refills MediumPoint 1.0mm BrushedSilverBarrel Black&BlueInks, $14.99 ,"Item :7851823 ,Manufacturer :TULPB ,point size: 1.0 mm ,Color (Barrel): Brushed Silver ,point type: Medium ,Color (Ink): Black; Blue ,click style: Top ,erasable: No ,grip type: Contoured ,ink type: Oil Based ,refillable: Yes ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Aluminum ,pocket clip: Yes ,visible ink supply: No ,Product Line: TUL Pro ,material family: Metal ,quantity: 1 ,brand name: TUL ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Ballpoint Pen"
OfficeDepot®LiquidChalkMarkers BulletPoint AssortedColors PackOf6Markers, $9.99 ,"Item :4444760 ,Manufacturer :FM-450-6 ,Color (Barrel): Black ,Color (Ink): Green; Orange; Pink; Purple; White; Yellow ,pocket clip: Yes ,erasable: No ,grip type: None ,Low Viscosity: Yes ,marker type: Wet-Erase ,odorless: Yes ,point type: Twin Tip ,refillable: No ,retractable: No ,scented: No ,Smudge Resistant: No ,visible ink supply: No ,washable: Yes ,ink type: Liquid ,Finish (Ink): Neon ,Product Line: Liquid Chalk ,Quick Drying: No ,quantity: 6 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Art Marker"
Cross®BallpointPenRefills MediumPoint 1.0mm BlackInk PackOf2, $7.79 ,"Item :680710 ,OfficeMax :10014307,Manufacturer :8513-2 ,Color (Ink): Black ,point type: Medium ,point size: 1.0 mm ,Compatible with: ,Product Line: Ballpoint ,quantity: 2 ,brand name: Cross ,manufacturer: A. T. CROSS COMPANY ,Product Type: Pen-Style Pen Refill ,assembly required: No"
EXPO®Low-OdorDry-EraseMarkers FinePoint Blue PackOf12, $15.79 ,"Item :458313 ,OfficeMax :22069459,Manufacturer :86003 ,Color (Ink): Blue ,point type: Fine ,retractable: No ,odorless: No ,Product Line: Low Odor ,quantity: 12 ,brand name: Expo ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Product Type: Dry-Erase Marker ,assembly required: No ,Certifications & Standards: ,Environmentally Friendly: Yes ,ink color: Blue ,Marker Point: Fine"
OfficeDepot®BrandMiniHighlighters AssortedColors Packof6, $1.50 ,"Item :558869 ,OfficeMax :25507871,Manufacturer :HY100201-6PK ,point type: Chisel ,Color (Barrel): Assorted ,Color (Ink): Assorted ,erasable: Yes ,grip type: Contoured ,pocket clip: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,Product Line: Mini ,quantity: 6 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Highlighter"
Pentel®R.S.V.P.®BallpointPens MediumPoint 1.0mm ClearBarrel AssortedInkColors PackOf8, $7.59 ,"Item :458825 ,OfficeMax :21518868,Manufacturer :BK91CRBP8M ,point size: 1.0 mm ,Color (Barrel): Clear ,point type: Medium ,Color (Ink): Black; Blue; Green; Orange; Pink; Red; Sky Blue; Violet ,erasable: No ,grip type: Rubberized ,ink type: Oil Based ,refillable: Yes ,retractable: No ,pocket clip: Yes ,visible ink supply: Yes ,Product Line: R.S.V.P. ,material family: Plastic ,quantity: 8 ,brand name: Pentel ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Ballpoint Pen"
Pilot®Precise™V7LiquidInkRetractableRollerballPens FinePoint 0.7mm AssortedBarrels BlueInk PackOf12Pens, $26.39 ,"Item :206967 ,OfficeMax :21920254,Manufacturer :26068 ,point size: 0.7 Mm ,Color (Barrel): Metallic Silver/Blue ,point type: Fine ,Color (Ink): Blue ,click style: Top ,erasable: No ,grip type: Rubberized ,ink type: Liquid ,refillable: Yes ,retractable: Yes ,Smudge Resistant: No ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: Precise V7 ,material family: Metal ,quantity: 12 ,brand name: Pilot ,manufacturer: PILOT CORPORATION OF AMERICA ,Product Type: Roller Pen ,clip material: Metal ,assembly required: No ,pen point size: 0.7 ,Pen Point Style: Needle ,grip material: Rubber ,Pen Point: Fine ,Product Name: Precise V7 RT Fine Premium Retractable Rolling Ball Pens"
Sharpie®IndustrialPermanentMarkers FinePoint Black PackOf12, $14.99 ,"Item :258381 ,OfficeMax :20107965,Manufacturer :13601 ,point type: Fine ,Color (Barrel): Gray ,Color (Ink): Black ,pocket clip: Yes ,erasable: No ,grip type: None ,Low Viscosity: No ,magnetic: No ,Permanent: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Industrial ,marker type: Permanent ,quantity: 12 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Marker Pen ,Marker Point: Fine"
OfficeDepot®RetractableBallpointPensWithGrip MediumPoint 1.0mm BlueBarrel BlueInk PackOf6, $6.89 ,"Item :355143 ,OfficeMax :24990814,Manufacturer :AH534-6-BL ,point size: 1.0 mm ,Color (Barrel): Blue ,point type: Medium ,Color (Ink): Blue ,click style: Top ,erasable: No ,grip type: Rubber Cushion ,ink type: Oil Based ,refillable: No ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,material family: Plastic ,Quick Drying: Yes ,quantity: 6 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,Product Type: Ballpoint Pen"
Pentel®ClicErasers® BlackBarrel PackOf4, $6.59 ,"Item :430496 ,OfficeMax :25120725,Manufacturer :ZE21BPZ4-D24 ,Color (Eraser): White ,Color (Barrel): Black ,Smudge Resistant: Yes ,pocket clip: Yes ,Recommended Medium: Lead ,refillable: Yes ,Product Line: Clic Eraser ,retractable: Yes ,quantity: 4 ,brand name: Pentel ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Pen-Style Eraser"
Sharpie®Fine-PointPens FinePoint BlackBarrels BlueInk PackOf12, $28.39 ,"Item :105066 ,OfficeMax :21623307,Manufacturer :1742664 ,point size: 0.8 mm ,Color (Barrel): Black ,point type: Fine ,Color (Ink): Blue ,grip type: Ridged ,ink type: Water Based ,refillable: No ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: Sharpie Pens ,material family: Plastic ,quantity: 12 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Ballpoint Pen"
TUL®MechanicalPencils 0.7mm Pink&PurpleBarrels PackOf2, $6.99 ,"Item :476333 ,OfficeMax :25508237,Manufacturer :MP07CP ,Color (Barrel): Pink/Purple ,Lead Size: 0.7 mm ,eraser included: Yes ,grip type: Rubberized ,Material (barrel): Rubber ,refillable: Yes ,retractable: Yes ,Mechanical Style: Click ,pocket clip: Yes ,Product Line: Mechanical Pencils ,material family: Plastic ,quantity: 2 ,brand name: TUL ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Mechanical Pencil"
X-ACTO®XLR™ElectricPencilSharpener Putty, $29.49 ,"Item :158949 ,OfficeMax :10000517,Manufacturer :1800 ,color: Putty ,automatic start/stop: Yes ,Number Of Holes: 1 ,width: 4 in. ,Recommended Sharpener Use: Standard Pencils ,Warranty: 2-Year Limited ,Product Line: XLR ,quantity: 1 ,brand name: X-Acto ,Product Type: Electric Pencil Sharpener"
TUL®GelPenRefills MediumPoint 0.7mm BlueInk PackOf2Refills, $2.99 ,"Item :4690051 ,Manufacturer :RBG07BL ,Color (Ink): Blue ,point type: Medium ,point size: 0.7 Mm ,erasable: No ,ink type: Gel ,pen type: Ballpoint ,Product Line: Pen Refill ,quantity: 2 ,brand name: TUL ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Pen-Style Pen Refill"
uni-ball®Vision™Elite™LiquidInkRollerballPens BoldPoint 0.8mm SilverBarrel BlackInk PackOf8, $21.99 ,"Item :740412 ,OfficeMax :22435447,Manufacturer :1769428 ,point size: 0.8 mm ,Color (Barrel): Silver ,point type: Bold ,Color (Ink): Black ,grip type: Ridged ,ink type: Liquid ,refillable: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: Yes ,Product Line: Vision Elite ,quantity: 8 ,brand name: Uni-Ball ,manufacturer: NEWELL BRANDS INC. ,Product Type: Roller Pen ,Pen Point: Bold ,pen point size: 0.8 ,Product Name: Vision Elite Rollerball Pen"
Pilot®Dr.Grip™CenterOfGravityBallpointPenRefills MediumPoint 1.0mm Black PackOf2Refills, $2.99 ,"Item :525704 ,OfficeMax :20798996,Manufacturer :77271 ,Color (Ink): Black ,point type: Medium ,point size: 1.0 mm ,Compatible with: ,ink type: Gel ,Product Line: Dr. Grip ,quantity: 2 ,brand name: Pilot ,Eco-conscious: Refill ,manufacturer: PILOT CORPORATION OF AMERICA ,Product Type: Pen-Style Pen Refill ,assembly required: No"
OfficeDepot®BrandAdvancedInkRetractableBallpointPens NeedlePoint 0.7mm AssortedBarrels AssortedInkColors PackOf8, $7.99 ,"Item :200473 ,OfficeMax :24993973,Manufacturer :20142 ,point size: 0.7 Mm ,Color (Barrel): Turquoise ,point type: Needle ,Color (Ink): Black; Blue; Green; Orange; Pink; Purple; Red; Turquoise ,erasable: No ,grip type: Rubberized ,ink type: Pigment ,refillable: No ,retractable: Yes ,pocket clip: Yes ,Product Line: Advanced Ink ,material family: Plastic ,quantity: 8 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,Product Type: Ballpoint Pen"
Pilot®G2RetractableGelInkPens FinePoint 0.7mm ClearBarrel AssortedInkColors PackOf20, $29.59 ,"Item :358338 ,OfficeMax :25407685,Manufacturer :31294 ,Color (Ink): Assorted ,point size: 0.7 Mm ,Color (Barrel): Clear ,point type: Fine ,click style: Top ,erasable: No ,grip type: Rubber Cushion ,ink type: Gel ,refillable: Yes ,retractable: Yes ,Smudge Resistant: No ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: Yes ,Product Line: G2 ,quantity: 20 ,brand name: Pilot ,manufacturer: PILOT CORPORATION OF AMERICA ,Product Type: Gel Pen"
Pentel®Icy™MechanicalPencils 0.7mm #2Lead AssortedBarrelColors PackOf12, $10.59 ,"Item :450422 ,OfficeMax :25258783,Manufacturer :AL27RDBP12M ,Lead Size: 0.7 mm ,quantity: 12 ,Color (Barrel): Black; Blue; Green; Orange; Pink; Purple ,eraser included: Yes ,grip type: Ribbed ,refillable: Yes ,retractable: Yes ,pocket clip: Yes ,Product Line: Icy ,brand name: Pentel ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Mechanical Pencil"
Stanley®BostitchClassroomElectricPencilSharpener Blue/Black, $45.99 ,"Item :744792 ,OfficeMax :22845147,Manufacturer :EPS10HC ,color: Blue/Black ,automatic start/stop: Yes ,Number Of Holes: 6 ,overload protection: Yes ,width: 5 in. ,Recommended Sharpener Use: Adjustable ,Sharpener Type: Freestanding ,depth: 9 in. ,height: 7.5 in. ,Warranty: 7-Year Limited ,Product Line: QuietSharp6 ,power source: Plug-In ,quantity: 1 ,brand name: Stanley-Bostitch ,manufacturer: BLACK & DECKER/INDUS. CONST. ,Product Type: Electric Pencil Sharpener ,Certifications & Standards:"
Sharpie®PermanentUltra-FinePointMarker Black, $2.49 ,"Item :797205 ,OfficeMax :21882599,Manufacturer :37121 ,point type: Ultra Fine ,Color (Barrel): Gray ,Color (Ink): Black ,pocket clip: Yes ,erasable: No ,grip type: Resin ,Low Viscosity: Yes ,magnetic: No ,Permanent: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Twin Tip ,marker type: Permanent ,quantity: 1 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Product Type: Marker Pen"
Ticonderoga®#2Pencils #2Lead Soft Packof72, $17.99 ,"Item :267304 ,OfficeMax :21676474,Manufacturer :33904 ,Color (Barrel): Yellow ,primary material: Wood ,material family: Wood ,eraser included: Yes ,grip type: Hexagonal ,lead type: 2 Soft ,Material (barrel): Wood ,presharpened: No ,Product Line: Pencils ,quantity: 72 ,brand name: Ticonderoga ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: DIXON TICONDEROGA COMPANY ,Product Type: Standard Pencil ,Lead Degree (Hardness): 2"
TUL®MechanicalPencilEraserRefills White PackOf3Refills, $3.29 ,"Item :9413358 ,Manufacturer :RMPER ,color: White ,primary material: Rubber ,material family: Rubber ,Product Line: Mechanical Pencil Eraser Refills ,length: .5 in. ,Recommended Medium: Lead ,quantity: 3 ,brand name: TUL ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Eraser Refill"
Zebra®BCAF-301BallpointPens FinePoint 0.7mm StainlessSteelBarrel BlackInk PackOf2, $6.49 ,"Item :456814 ,OfficeMax :10017938,Manufacturer :27112 ,point size: 0.7 Mm ,Color (Barrel): Stainless Steel ,point type: Fine ,Color (Ink): Black ,click style: Top ,erasable: No ,grip type: Checkered Fingertip ,ink type: Oil Based ,refillable: Yes ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Stainless Steel ,pocket clip: Yes ,visible ink supply: No ,Product Line: F-301 ,Ultra-Low Viscosity (ULV): No ,material family: Metal ,Quick Drying: Yes ,quantity: 2 ,brand name: Zebra Pen ,Product Type: Ballpoint Pen"
TUL®RetractableGelPens BoldPoint 1.0mm SilverBarrel BlackInk PackOf12Pens, $17.99 ,"Item :3744423 ,Manufacturer :BG10P12BK ,Color (Ink): Black ,point size: 1.0 mm ,Color (Barrel): Silver ,point type: Bold ,click style: Top ,erasable: No ,grip type: Cushioned ,ink type: Pigment ,refillable: Yes ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,material family: Plastic ,quantity: 12 ,brand name: TUL ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Gel Pen"
Stanley®Bostitch®PersonalElectricPencilSharpener, $23.09 ,"Item :950381 ,OfficeMax :22845209,Manufacturer :EPS4-BLACK ,color: Black/Silver ,automatic start/stop: Yes ,Material (Cutter): Steel ,Number Of Holes: 1 ,overload protection: No ,Recommended Sharpener Use: Standard Pencils ,height: 4 in. ,Warranty: 7-Year Limited ,Product Line: Bostitch ,power source: AC Adapter ,quantity: 1 ,brand name: Bostitch ,manufacturer: BLACK & DECKER/INDUS. CONST. ,Product Type: Electric Pencil Sharpener"
TUL®RetractableGelPens LimitedEdition MediumPoint 0.7mm WhiteBarrels AssortedBrightInk PackOf8Pens, $9.99 ,"Item :9967791 ,Manufacturer :WB07P8 ,Color (Ink): Assorted ,point size: 0.7 Mm ,Color (Barrel): White ,point type: Medium ,click style: Top ,erasable: No ,grip type: Cushioned ,ink type: Gel ,refillable: Yes ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: Retractable Gel ,material family: Plastic ,Quick Drying: Yes ,quantity: 8 ,brand name: TUL ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Gel Pen"
TUL®MechanicalPencils 0.7mm AssortedBarrelColors PackOf6Pencils, $17.99 ,"Item :9999839 ,Manufacturer :MP07P6 ,Color (Barrel): Assorted ,eraser included: Yes ,grip type: Rubberized ,Material (barrel): Rubber ,refillable: Yes ,retractable: Yes ,Mechanical Style: Click ,pocket clip: Yes ,Product Line: Mechanical Pencils ,material family: Plastic ,quantity: 6 ,brand name: TUL ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Mechanical Pencil"
Pentel®EnerGel®RTXRetractableLiquidGelPens FinePoint 0.5mm 54%Recycled AssortedBarrelColors RedInk PackOf3Pans, $8.19 ,"Item :760771 ,OfficeMax :22116728,Manufacturer :BLN75BP3B ,point size: 0.5 Mm ,Color (Ink): Red ,Color (Barrel): Black/Red/Silver ,point type: Fine ,click style: Top ,erasable: No ,ink type: Liquid Gel ,refillable: Yes ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Stainless Steel ,pocket clip: Yes ,visible ink supply: No ,Product Line: EnerGel RTX ,quantity: 3 ,brand name: EnerGel ,Eco-conscious: Recycled Content ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Gel Pen ,Total Recycled Content Percentage: 54 %"
Pentel®Twist-EraseMechanicalPencilEraserRefills PackOf3, $2.69 ,"Item :365825 ,OfficeMax :20592761,Manufacturer :E10BP-D2 ,color: White ,Product Line: Twist-Erase ,Recommended Medium: Lead ,quantity: 3 ,brand name: Pentel ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Eraser Refill ,assembly required: No ,Limited Warranty: Lifetime ,Product Name: Twist-Erase Refill"
uni-ball®207™RetractableFraudPreventionGelPens NeedlePoint 0.7mm TranslucentBlackBarrels BlueInk PackOf12, $24.09 ,"Item :894730 ,OfficeMax :22068851,Manufacturer :SAN1736098 ,Color (Ink): Blue ,point size: 0.7 Mm ,Color (Barrel): Translucent Black ,point type: Needle ,erasable: No ,ink type: Pigment ,refillable: Yes ,retractable: Yes ,pocket clip: Yes ,Product Line: 207 ,material family: Plastic ,quantity: 12 ,brand name: Uni-Ball ,manufacturer: SANFORD LP ,Product Type: Gel Pen ,pen point size: 0.7 ,Pen Point: Medium ,Product Name: 207 Needle Gel Pen ,Pen Point Style: Needle ,Tip Material: Stainless Steel"
SharpieMagnumPermanentMarker Black, $4.49 ,"Item :251766 ,OfficeMax :21131142,Manufacturer :44101 ,point type: Chisel ,Color (Barrel): Gray ,Color (Ink): Black ,pocket clip: Yes ,erasable: No ,grip type: Contoured ,Low Viscosity: No ,magnetic: No ,odorless: No ,Permanent: Yes ,Pressure-Resistant Tip: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,Product Line: Magnum ,marker type: Permanent ,Quick Drying: Yes ,quantity: 1 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Marker Pen"
Pilot®Precise™V5LiquidInkRollerballPens ExtraFinePoint 0.5mm BlackBarrel BlackInk PackOf5, $10.59 ,"Item :950582 ,OfficeMax :10118446,Manufacturer :26010 ,point size: 0.5 Mm ,Color (Barrel): Black ,point type: Extra Fine ,Color (Ink): Black ,erasable: No ,grip type: Contoured ,ink type: Liquid ,refillable: No ,retractable: No ,material family: Plastic ,quantity: 5 ,brand name: Pilot ,manufacturer: PILOT CORPORATION OF AMERICA ,Product Type: Roller Pen ,Pen Point: Extra Fine ,Last_Modified_Date: 2019-03-19 09:03:50 ,Product Name: Precise V5 Extra-Fine Premium Capped Rolling Ball Pens ,Pen Point Style: Needle ,barrel color: Black ,ink color: Black ,pen point size: 0.5"
Pilot®FriXionErasableGelPenRefills FinePoint 0.7mm BlackInk PackOf3, $5.09 ,"Item :276388 ,OfficeMax :23435793,Manufacturer :PIL77330 ,Color (Ink): Black ,point type: Fine ,point size: 0.7 Mm ,Compatible with: Frixion Ball and Clicker Ballpoint Pen ,ink type: Gel ,Product Line: FriXion ,quantity: 3 ,brand name: Pilot ,manufacturer: PILOT CORPORATION OF AMERICA ,Product Type: Pen-Style Pen Refill ,assembly required: No"
