Name,Price,Product Details
Waterman®BallpointPenRefill MediumPoint 0.7mm Blue, $7.19 ,"Item :361360 ,OfficeMax :10023440,Manufacturer :WAT834264 ,Color (Ink): Blue ,point type: Medium ,point size: 0.7 mm ,Compatible with: ,pen type: Ballpoint ,Product Line: Ballpoint Pen Refill ,quantity: 1 ,brand name: Waterman ,Eco-conscious: Refill ,manufacturer: NEWELL BRANDS INC. ,Product Type: Pen-Style Pen Refill ,assembly required: No"
Crayola®GlitterMarkers BulletPoint AssortedColors PackOf6, $8.39 ,"Item :271466 ,OfficeMax :25067007,Manufacturer :CYO588629 ,point type: Bullet ,Color (Barrel): Assorted ,Color (Ink): Assorted ,washable: No ,quantity: 6 ,brand name: Crayola ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: CRAYOLA LLC ,Product Type: Marker Pen"
PentelLiquidSteelTipGelPens-MediumPenPoint-0.7mmPenPointSize-Refillable-Retractable-NavyBlue LimeGreen Brown Pink Violet TurquoiseLiquidGelInkInk-NavyBlue Brown LimeGreen Pink Violet TurquoiseBarrel, $20.19 ,"Item :9769718 ,Manufacturer :PENBL77BP6M1 ,Color (Ink): Navy Blue; Lime Green; Brown; Pink; Violet; Turquoise ,point size: 0.7 mm ,Color (Barrel): Navy Blue; Brown; Lime Green; Pink; Violet; Turquoise ,point type: Medium ,ink type: Gel ,refillable: Yes ,retractable: Yes ,Product Line: EnerGel RTX ,quantity: 6 ,brand name: EnerGel ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Gel Pen ,Total Recycled Content Percentage: 54 %"
Sharpie®PermanentFine-PointMarker Yellow, $2.49 ,"Item :796725 ,OfficeMax :22515618,Manufacturer :30035 ,point type: Fine ,Color (Ink): Yellow ,pocket clip: Yes ,erasable: No ,grip type: Resin ,Low Viscosity: Yes ,magnetic: No ,Permanent: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Twin Tip ,marker type: Permanent ,quantity: 1 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Marker Pen ,Marker Point: Fine"
Uni-BallUni-PaintOil-BaseMediumLineMarkers-MediumMarkerPoint-RedOilBasedInk-WhiteBarrel-1Each, $5.99 ,"Item :932939 ,Manufacturer :UBC63602 ,Color (Barrel): White ,Color (Ink): Red ,retractable: No ,ink type: Oil Based ,Product Line: Oil-Based ,quantity: 1 ,brand name: Uni-Ball ,manufacturer: MITSUBISHI PENCIL CO.UK LTD ,point type: Medium ,Product Type: Art Marker"
PM™CompanyCounterPenWithBallChain/Base BlackInk BlackBaseWithUprightHolder, $11.79 ,"Item :537834 ,OfficeMax :20464141,Manufacturer :PMC05062 ,Color (base): Black ,Color (Barrel): Black ,Color (Ink): Black ,Product Line: Company Counter Pen ,attachment length: 24 in. ,Material (base): Chrome; Plastic ,refillable: Yes ,self-adhesive base: Yes ,quantity: 1 ,brand name: PM Company ,manufacturer: PAPER MANUFACTURERS COMPANY ,Product Type: Countertop Pens ,Finishing: Chrome Plated"
Zebra®CadoozlesMechanicalPencils 0.9mm MulticolorBarrels PackOf10, $5.29 ,"Item :350200 ,OfficeMax :21239839,Manufacturer :51211 ,Lead Size: 0.9 mm ,quantity: 10 ,Color (Barrel): Multicolor ,eraser included: Yes ,grip type: Hexagonal ,refillable: Yes ,pocket clip: No ,Product Line: Cadoozles ,brand name: Zebra Pen ,manufacturer: ZEBRA PEN CORP ,Product Type: Mechanical Pencil"
WestcottiPointEvolutionElectricPencilSharpener White/Silver, $35.89 ,"Item :879426 ,OfficeMax :23423859,Manufacturer :ACM14886 ,color: White ,Recommended Sharpener Use: Standard Pencils ,height: 5.5 in. ,Warranty: 1-Year Limited ,Product Line: iPoint ,quantity: 1 ,brand name: Westcott ,Product Type: Electric Pencil Sharpener"
BaumgartensWhiteBlockEraser-Latex-free Phthalate-free Pliable Residue-free-Plastic-4/Pack-White, $4.59 ,"Item :211092 ,OfficeMax :23799953,Manufacturer :BAU74121 ,color: White ,primary material: Plastic ,Latex Free: Yes ,Phalate Free: Yes ,Product Line: White Block Eraser ,quantity: 4 ,brand name: Baumgartens ,Eco-conscious: Recycled Content ,Product Type: Cube Eraser ,Total Recycled Content Percentage: 80 %"
OfficeDepot®PomPomBallpointPen MediumPoint 0.7mm RainbowBarrel BlackInk, $1.50 ,"Item :6410408 ,Manufacturer :SE021610 ,point size: 0.7 mm ,Color (Barrel): Rainbow ,point type: Medium ,Color (Ink): Black ,erasable: No ,grip type: Ergonomic ,ink type: Liquid ,refillable: No ,retractable: No ,Material (barrel): Plastic ,pocket clip: No ,Product Line: Pom Pom ,material family: Plastic ,quantity: 1 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Ballpoint Pen"
Pentel®ClicEraser® BlueBarrel, $4.79 ,"Item :406768 ,OfficeMax :22700114,Manufacturer :PENZE22C ,Color (Eraser): White ,Color (Barrel): Blue ,Smudge Resistant: Yes ,pocket clip: Yes ,Recommended Medium: Lead ,refillable: Yes ,Product Line: Clic Eraser ,retractable: Yes ,quantity: 1 ,brand name: Pentel ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Pen-Style Eraser"
BIC®Mark-it®GripsterPermanentMarkers FinePoint AssortedInkColors PackOf12, $9.49 ,"Item :981296 ,OfficeMax :20788881,Manufacturer :BICGPMAP12ASST ,point type: Fine ,Color (Barrel): Silver ,Color (Ink): Assorted ,pocket clip: Yes ,erasable: No ,Low Viscosity: No ,Permanent: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Mark-it Gripster ,quantity: 12 ,brand name: BIC ,manufacturer: BIC CORP ,Product Type: Marker Pen ,Total Recycled Content Percentage: 0 %"
uni-ball®Vision™Elite™LiquidInkRollerballPens BoldPoint 0.8mm WhiteBarrels AssortedInkColors PackOf4, $12.49 ,"Item :443527 ,OfficeMax :23505654,Manufacturer :1832403 ,point size: 0.8 Mm ,Color (Barrel): White ,point type: Bold ,Color (Ink): Brown/Black; Green/Black; Purple/Black; Red/Black ,grip type: Rubberized ,ink type: Liquid ,refillable: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,Product Line: Vision Elite ,quantity: 4 ,brand name: Uni-Ball ,manufacturer: NEWELL BRANDS INC. ,Product Type: Roller Pen ,Product Name: Vision Elite BLX Roller Ball Pen ,pen point size: 0.8 ,Pen Point: Bold"
WestcottiPointAppleSharpener, $19.89 ,"Item :678449 ,OfficeMax :23276312,Manufacturer :ACM15570 ,color: Black; Red ,Recommended Sharpener Use: Standard Pencils ,Product Line: iPoint ,power source: Battery ,quantity: 1 ,brand name: Westcott ,manufacturer: ACME UNITED CORPORATION ,Product Type: Electric Pencil Sharpener"
uni-ball®JetStream™RTRetractableBallpointPens BoldPoint 1.0mm BlackBarrels AssortedInkColors PackOf5, $19.99 ,"Item :215273 ,OfficeMax :23968672,Manufacturer :1858851 ,point size: 1.0 mm ,Color (Barrel): Black ,point type: Bold ,Color (Ink): Blue/Black; Brown/Black; Green/Black; Purple/Black; Red/Black ,erasable: No ,grip type: Rubberized ,refillable: No ,retractable: Yes ,pocket clip: Yes ,Product Line: Jetstream RT ,quantity: 5 ,brand name: Uni-Ball ,Product Type: Ballpoint Pen"
BIC®Mark-it™ChiselTipPermanentMarkers Black PackOf12, $11.59 ,"Item :744640 ,OfficeMax :21033793,Manufacturer :BICGPMM11BK ,quantity: 12 ,point type: Chisel ,Color (Barrel): Silver ,Color (Ink): Black ,pocket clip: Yes ,erasable: No ,Low Viscosity: No ,refillable: No ,retractable: No ,Smudge Resistant: No ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Mark-it ,marker type: Permanent ,brand name: BIC ,manufacturer: BIC CORP ,Product Type: Marker Pen"
OfficeDepot®BrandFunErasers Colorblock PackOf2, $1.50 ,"Item :7534955 ,Manufacturer :LC19001 ,color: Multicolor ,primary material: Rubber ,Recommended Medium: Lead ,material family: Rubber ,width: 1 in. ,height: 1 in. ,Product Line: Fun Erasers ,quantity: 2 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Cube Eraser"
Sharpie®MiniFine-PointPermanentMarkers AssortedBusinessColors PackOf4Markers, $6.69 ,"Item :827872 ,OfficeMax :20867322,Manufacturer :SAN35113PP ,point type: Fine ,Color (Barrel): Gray ,Color (Ink): Black; Blue; Green; Red ,pocket clip: Yes ,erasable: No ,grip type: Contoured ,Low Viscosity: No ,magnetic: No ,odorless: No ,Permanent: Yes ,Pressure-Resistant Tip: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Mini ,marker type: Permanent ,Quick Drying: Yes ,quantity: 4 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Marker Pen ,Marker Point: Fine"
Sharpie®PermanentUltra-FinePointMarker Brown, $2.49 ,"Item :797195 ,OfficeMax :21903497,Manufacturer :37117 ,point type: Ultra Fine ,Color (Ink): Brown ,pocket clip: Yes ,erasable: No ,grip type: Resin ,Low Viscosity: Yes ,magnetic: No ,Permanent: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Twin Tip ,marker type: Permanent ,quantity: 1 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Marker Pen ,Marker Point: Ultra Fine ,Marker Point Style: Narrow"
SakuraGellyRollMetallicPens AssortedColors 10PensPerSet PackOf2Sets, $34.29 ,"Item :485032 ,OfficeMax :24933039,Manufacturer :84835-PK2 ,color: Emerald ,point size: 8.0 mm ,archival safe: Yes ,erasable: No ,fade resistant: Yes ,ink type: Gel ,Smudge Resistant: Yes ,washable: No ,Product Line: Gelly Roll Metallic ,quantity: 1 ,brand name: Sakura ,manufacturer: WINSOR & NEWTON ,Product Type: Art Pen"
uni-ball®Gelstick™Pens MediumPoint 0.7mm BlackBarrel BlackInk PackOf12, $13.09 ,"Item :593794 ,OfficeMax :20206723,Manufacturer :69054 ,point size: 0.7 mm ,Color (Ink): Black ,Color (Barrel): Black ,point type: Medium ,grip type: Rubberized ,ink type: Gel ,refillable: No ,retractable: No ,pocket clip: Yes ,Product Line: Gelstick ,quantity: 12 ,brand name: Uni-Ball ,manufacturer: NEWELL BRANDS INC. ,Product Type: Gel Pen ,Additional Information: ,Pen Point: Bold ,assembly required: No ,Product Name: Signo Gelstick Pen ,pen point size: 0.7 ,Product Model: 69054"
Integra®PresharpenedPencils Presharpened #2Lead Packof144, $20.99 ,"Item :173172 ,OfficeMax :25467735,Manufacturer :ITA38273 ,Color (Barrel): Yellow ,primary material: Wood ,eraser included: Yes ,lead type: 2 ,presharpened: Yes ,Product Line: Presharpened No. 2 Pencils ,quantity: 144 ,brand name: Integra ,manufacturer: SP RICHARDS ,Post Consumer Recycled Content Percentage: 0 % ,Product Type: Standard Pencil ,Total Recycled Content Percentage: 0 %"
uni-ball®207RetractableFraudPreventionGelPens MediumPoint 0.7mm BlackBarrel BlueInk PackOf36, $68.09 ,"Item :855304 ,OfficeMax :24939088,Manufacturer :1921064 ,point size: 0.7 mm ,Color (Ink): Blue ,Color (Barrel): Black ,point type: Medium ,erasable: No ,ink type: Pigment ,refillable: Yes ,retractable: Yes ,pocket clip: Yes ,Product Line: 207 ,material family: Plastic ,quantity: 36 ,brand name: Uni-Ball ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Gel Pen ,Product Name: Signo 207 Retractable Gel Pens ,Finishing: Textured; Metallic ,grip material: Rubber ,Additional Information: ,pen point size: 0.7 ,assembly required: No"
PaperMate®ErasermateBallpointPens MediumPoint BlackBarrel BlackInk PackOf12Pens, $16.69 ,"Item :181701 ,OfficeMax :21747941,Manufacturer :PAP3930158 ,point size: 1.0 mm ,Color (Barrel): Black ,point type: Medium ,Color (Ink): Black ,erasable: Yes ,grip type: Rubberized ,ink type: Oil Based ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: EraserMate ,Ultra-Low Viscosity (ULV): No ,material family: Plastic ,Quick Drying: Yes ,quantity: 12 ,brand name: Paper Mate ,Product Type: Ballpoint Pen"
Pentel®EnerGel-XRetractableGelPens BoldPoint 1.0mm BlackBarrel BlackInk PackOf12Pens, $30.99 ,"Item :507647 ,OfficeMax :23823962,Manufacturer :PENBL110A ,point size: 1.0 mm ,Color (Ink): Black ,Color (Barrel): Black ,point type: Bold ,erasable: No ,grip type: Gripping Pods ,ink type: Gel ,refillable: Yes ,retractable: Yes ,pocket clip: Yes ,visible ink supply: Yes ,Product Line: EnerGel-X ,quantity: 12 ,brand name: Pentel ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Gel Pen ,Total Recycled Content Percentage: 84 %"
Pilot®BallpointPenRefills ForDr.GripRetractablePens FinePoint 0.7mm BlackInk PackOf2, $1.69 ,"Item :570556 ,OfficeMax :20106190,Manufacturer :PIL77210 ,Color (Ink): Black ,point type: Fine ,point size: 0.7 mm ,Compatible with: ,Product Line: Ballpoint Pen Refills ,quantity: 2 ,brand name: Pilot ,Eco-conscious: Refill ,Product Type: Pen-Style Pen Refill ,assembly required: No"
Pilot®PreciseGrip™LiquidInkRollerballPens NeedlePoint 0.5mm AssortedMetallicBarrels AssortedInkColors PackOf7Pens, $16.59 ,"Item :952719 ,OfficeMax :22706298,Manufacturer :PIL28864 ,point size: 0.5 Mm ,Color (Barrel): Assorted ,point type: Needle ,Color (Ink): Assorted ,erasable: No ,ink type: Liquid ,refillable: No ,retractable: No ,Smudge Resistant: No ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: Precise Grip ,quantity: 7 ,brand name: Pilot ,manufacturer: PILOT CORPORATION OF AMERICA ,Product Type: Roller Pen ,assembly required: No ,ink color: Black; Red; Blue; Green; Purple; Pink; Turquoise ,Pen Point: Extra Fine ,pen point size: 0.5 ,Pen Point Style: Needle"
SharpieFinePointPen-FinePenPoint-Black-1Each, $4.29 ,"Item :293785 ,Manufacturer :SAN1742663 ,point type: Fine ,Color (Ink): Black ,quantity: 1 ,brand name: Sharpie ,Product Type: Felt-Tip Pen"
PilotPreciseP-700PrecisionPointFineCappedGelRollingBallPens-FinePenPoint-0.7mmPenPointSize-AssortedGel-basedInk-5/Pack, $14.69 ,"Item :381591 ,OfficeMax :20150328,Manufacturer :PIL38617 ,point size: 0.7 mm ,Color (Ink): Assorted ,Product Line: P-700 ,quantity: 5 ,brand name: Pilot ,Product Type: Roller Pen ,assembly required: No ,ink color: Assorted ,Pen Point: Fine ,pen point size: 0.7"
Pentel®EnerGel™RTXPearlPens NeedlePoint 0.7mm PearlBarrel BlueInk PackOf12Pens, $34.99 ,"Item :9752370 ,Manufacturer :BLN77WPC12C1 ,point size: 0.7 mm ,Color (Ink): Blue ,Color (Barrel): Pearl ,point type: Needle ,click style: Top ,erasable: No ,grip type: Rubberized ,ink type: Liquid Gel ,refillable: Yes ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: EnerGel RTX Pearl ,material family: Plastic ,quantity: 12 ,brand name: EnerGel ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Gel Pen"
Zebra®Z-Grip™PlusRetractableBallpointPens MediumPoint 1.0mm AssortedBarrelColors/AssortedInkColors PackOf9, $10.99 ,"Item :780749 ,OfficeMax :25568582,Manufacturer :25509 ,point size: 1.0 mm ,Color (Barrel): Violet ,point type: Medium ,Color (Ink): Black; Blue; Green; Light Blue; Lime Green; Orange; Pink; Red; Violet ,click style: Top ,erasable: No ,grip type: Ridged ,ink type: Oil Based ,refillable: No ,retractable: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: Z-Grip Plus ,Ultra-Low Viscosity (ULV): Yes ,material family: Plastic ,Quick Drying: Yes ,quantity: 9 ,brand name: Zebra Pen ,manufacturer: ZEBRA PEN CORP ,Product Type: Ballpoint Pen"
Mr.Sketch®ScentedMarkers ChiselTip AssortedInkColors PackOf10, $11.59 ,"Item :102026 ,OfficeMax :25026819,Manufacturer :1924010 ,Color (Ink): Black; Blue; Brown; Dark Green; Orange; Pink; Purple; Red; Turquoise; Yellow ,erasable: No ,grip type: Contoured ,Low Viscosity: No ,marker type: Marking ,odorless: No ,point type: Chisel ,refillable: No ,retractable: No ,scented: Yes ,Smudge Resistant: Yes ,visible ink supply: No ,washable: Yes ,Quick Drying: Yes ,quantity: 10 ,brand name: Mr. Sketch ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: ASTM D4236; Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Post Consumer Recycled Content Percentage: 0 % ,Product Type: Art Marker ,Total Recycled Content Percentage: 0 % ,Marker Point Style: Chisel"
Pentel®R.S.V.P.®RTRetractableBallpointPens 1.0mm MediumPoint 59%Recycled AssortedBarrels AssortedInkColors PackOf8, $9.99 ,"Item :101898 ,OfficeMax :23823953,Manufacturer :PENBK93CRBP8M ,point size: 1.0 mm ,Color (Barrel): Sky Blue ,point type: Medium ,Color (Ink): Black; Dark Blue; Green; Orange; Pink; Purple; Red; Sky Blue ,click style: Top ,erasable: No ,grip type: Cushioned ,ink type: Pigment ,refillable: Yes ,retractable: Yes ,Smudge Resistant: No ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: Yes ,Product Line: R.S.V.P. ,quantity: 8 ,brand name: Pentel ,Eco-conscious: Recycled Content ,Product Type: Ballpoint Pen ,Total Recycled Content Percentage: 59 %"
EXPO®Dry-EraseMarkersWithInkIndicator ChiselTip AssortedColors PackOf6, $17.59 ,"Item :923084 ,OfficeMax :25507684,Manufacturer :1946767 ,Color (Ink): Black; Blue; Green; Red ,point type: Chisel ,retractable: No ,odorless: No ,pocket clip: No ,visible ink supply: Yes ,quantity: 6 ,brand name: Expo ,manufacturer: NEWELL BRANDS INC. ,Product Type: Dry-Erase Marker ,Product Name: Expo Dry Erase Ink Indicator Marker ,Marker Point Style: Chisel"
BIC®IntensityFinelinerMarkerPens FinePoint 0.4mm BlackBarrel AssortedInkColors PackOf20Pens, $19.99 ,"Item :7058175 ,Manufacturer :BCFPA201-AST ,point size: 0.4 Mm ,Color (Barrel): Black ,point type: Fine ,Color (Ink): Assorted ,grip type: None ,ink type: Water Based ,refillable: No ,pocket clip: No ,visible ink supply: No ,Product Line: Intensity ,material family: Plastic ,quantity: 20 ,brand name: BIC ,manufacturer: BIC CORP ,Product Type: Ballpoint Pen"
PilotFinelinerMarkers-FinePenPoint-0.7mmPenPointSize-Red-AcrylicFiberTip-12/Dozen, $17.89 ,"Item :189928 ,OfficeMax :25480694,Manufacturer :PIL11015DZ ,point size: 0.7 mm ,point type: Fine ,Color (Ink): Red ,Product Line: Fineliner ,quantity: 12 ,brand name: Pilot ,Product Type: Ballpoint Pen"
Sharpie®FlipChart™Markers Black PackOf8, $9.99 ,"Item :114453 ,OfficeMax :21939618,Manufacturer :1760445 ,quantity: 8 ,point type: Bullet ,Color (Barrel): Black ,Color (Ink): Black ,pocket clip: No ,erasable: No ,grip type: Resin ,Low Viscosity: No ,magnetic: No ,Permanent: Yes ,refillable: No ,retractable: No ,visible ink supply: No ,washable: No ,ink type: Water Based ,Product Line: Flip Chart ,marker type: Flip Chart ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Marker Pen ,Marker Point Style: Bullet"
Crayola®SillyScentsWashableMarkers ConicalTip AssortedInkColors PackOf10Markers, $4.79 ,"Item :7799559 ,Manufacturer :58-5071 ,Color (Barrel): Assorted ,Color (Ink): Strawberry; Lime; Watermelon; Fresh Air; Blueberry; Cotton Candy; Marshmallow; Root Beer Caramel; Pineapple ,erasable: No ,grip type: None ,Low Viscosity: No ,marker type: Marking ,point type: Conical ,refillable: No ,retractable: No ,scented: Yes ,washable: Yes ,Product Line: Silly Scents ,quantity: 10 ,brand name: Crayola ,manufacturer: CRAYOLA LLC ,Product Type: Art Marker"
MusgravePencilCo.WoodCaseHexPencils 2.11mm #2Lead AssortedColors PackOf72, $16.49 ,"Item :261507 ,Manufacturer :MUSDHEX9912BN ,Color (Barrel): Assorted ,eraser included: Yes ,lead type: 2 ,presharpened: No ,Product Line: Wood Case Hex Pencils ,quantity: 72 ,brand name: Musgrave Pencil Co. Inc. ,Product Type: Standard Pencil"
Sharpie®Accent®LiquidPen-StyleHighlighter FluorescentPink, $2.09 ,"Item :328783 ,OfficeMax :25291461,Manufacturer :1754464EA ,point type: Chisel ,Color (Ink): Fluorescent Pink ,Smudge Resistant: Yes ,Product Line: Accent Liquid Pen Style ,quantity: 1 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Product Type: Highlighter"
RoyalPowerPointP10ElectricPencilSharpener, $18.09 ,"Item :859852 ,OfficeMax :25493644,Manufacturer :P10ROYAL ,Recommended Sharpener Use: Standard Pencils ,quantity: 1 ,brand name: Royal Product ,manufacturer: ROYAL CONSUMER INFO PROD ,Product Type: Electric Pencil Sharpener"
Mr.Sketch®ScentedMarkers AssortedColors SetOf8, $9.89 ,"Item :203059 ,OfficeMax :11001373,Manufacturer :1905070 ,Color (Ink): Black; Red; Blue; Green; Yellow; Orange; Brown; Purple ,point type: Chisel ,quantity: 8 ,brand name: Mr. Sketch ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Product Type: Wet-Erase Marker ,assembly required: No ,Certifications & Standards: ,ink color: Black; Blue; Green; Orange; Brown; Purple; Red; Yellow ,Marker Point Style: Bevel; Chisel"
IntegraRetractableGelPens FinePoint 0.5mm BlueBarrel BlueInk PackOf12Pens, $18.19 ,"Item :243523 ,OfficeMax :22708009,Manufacturer :ITA36157 ,point size: 0.5 Mm ,Color (Barrel): Blue ,point type: Fine ,Color (Ink): Blue ,erasable: No ,grip type: Gripping Pods ,ink type: Gel ,refillable: No ,retractable: Yes ,pocket clip: Yes ,visible ink supply: Yes ,quantity: 12 ,brand name: Integra ,Product Type: Ballpoint Pen"
Sharpie®RetractablePermanentMarker Green, $2.49 ,"Item :796695 ,OfficeMax :21880216,Manufacturer :36704 ,point type: Fine ,Color (Barrel): Gray ,Color (Ink): Green ,pocket clip: Yes ,erasable: No ,grip type: Contoured ,Low Viscosity: No ,magnetic: No ,odorless: No ,Permanent: Yes ,Pressure-Resistant Tip: Yes ,refillable: No ,retractable: Yes ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Sharpie Permanent Markers ,marker type: Permanent ,Quick Drying: Yes ,quantity: 1 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Product Type: Marker Pen"
Pilot®MarkliterBallPensAndHighlighters ChiselPoint BlackBarrel YellowInk PackOf12Pens, $33.29 ,"Item :950691 ,OfficeMax :20571551,Manufacturer :PIL45600 ,point size: 0.7 mm ,Color (Barrel): Black ,point type: Chisel ,Color (Ink): Yellow ,grip type: Rubberized ,ink type: Liquid Gel ,pocket clip: Yes ,refillable: No ,visible ink supply: No ,Product Line: Markliter ,quantity: 12 ,brand name: Pilot ,Product Type: Multifunction Pen"
Parker®IMRollerballPen FinePoint 0.5mm Black/ChromeBarrel BlackInk, $34.99 ,"Item :9033593 ,Manufacturer :1975540 ,point size: 0.5 Mm ,Color (Barrel): Black/Chrome ,point type: Fine ,Color (Ink): Black ,erasable: No ,grip type: Contoured ,refillable: Yes ,retractable: No ,Smudge Resistant: Yes ,Material (barrel): Aluminum; Metal; Stainless Steel ,pocket clip: Yes ,visible ink supply: No ,Product Line: IM ,Ultra-Low Viscosity (ULV): No ,material family: Metal ,Quick Drying: Yes ,quantity: 1 ,brand name: Parker ,manufacturer: NEWELL OFFICE PRODUCTS COMPANY ,Product Type: Roller Pen"
Sharpie®RetractablePermanentMarker Berry, $2.49 ,"Item :796715 ,OfficeMax :21904968,Manufacturer :36716 ,point type: Fine ,Color (Ink): Berry ,pocket clip: Yes ,erasable: No ,grip type: Contoured ,Low Viscosity: No ,magnetic: No ,odorless: No ,Permanent: Yes ,Pressure-Resistant Tip: Yes ,refillable: No ,retractable: Yes ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Sharpie Permanent Markers ,marker type: Permanent ,Quick Drying: Yes ,quantity: 1 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Product Type: Marker Pen"
Zebra®OrbitzGel-InkRetractableGelRollerballPens MediumPoint 0.7mm BlackBarrel BlackInk PackOf12, $12.09 ,"Item :527688 ,OfficeMax :20920979,Manufacturer :41010D ,point size: 0.7 mm ,Color (Barrel): Black ,point type: Medium ,Color (Ink): Black ,erasable: No ,grip type: Cushioned ,ink type: Gel ,refillable: No ,retractable: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: Orbitz ,material family: Plastic ,Quick Drying: Yes ,quantity: 12 ,brand name: Zebra Pen ,manufacturer: ZEBRA PEN CORP ,Product Type: Roller Pen ,assembly required: No ,ink color: Black ,Pen Point: Medium ,pen point size: 0.7"
Pentel®Quicker-Clicker™MechanicalPencil 0.7mm TransparentBlue, $4.59 ,"Item :982249 ,OfficeMax :20571123,Manufacturer :PENPD347TC ,Color (Barrel): Transparent Blue ,Lead Size: 0.7 mm ,eraser included: Yes ,grip type: Rubberized ,refillable: Yes ,retractable: Yes ,pocket clip: Yes ,Product Line: Quick Dock ,material family: Plastic ,quantity: 1 ,brand name: Pentel ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Mechanical Pencil ,Limited Warranty: Lifetime ,Product Name: Quicker Clicker Automatic Pencils ,Lead Degree (Hardness): 2 ,assembly required: No"
Sharpie®PermanentMarker ChiselTip GreenInk, $2.99 ,"Item :797255 ,OfficeMax :21882508,Manufacturer :38284 ,point type: Chisel ,Color (Ink): Green ,pocket clip: Yes ,erasable: No ,grip type: None ,Low Viscosity: No ,magnetic: No ,Permanent: Yes ,refillable: No ,retractable: No ,washable: No ,ink type: Liquid ,marker type: Permanent ,quantity: 1 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Product Type: Marker Pen ,Marker Point Style: Chisel"
PilotSuperColorJumboRefillableMarker ChiselPoint Extra-BroadPoint Black, $5.99 ,"Item :557054 ,Manufacturer :PIL45100 ,point type: Chisel ,Color (Barrel): White ,Color (Ink): Black ,erasable: No ,grip type: None ,Low Viscosity: No ,retractable: No ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Super Color Jumbo ,quantity: 1 ,brand name: Pilot ,manufacturer: PILOT CORPORATION OF AMERICA ,Post Consumer Recycled Content Percentage: 0 % ,Product Type: Marker Pen ,Total Recycled Content Percentage: 0 %"
